user_id,count
106,1021
76,992
50,979
83,972
114,972
454,958
481,950
42,901
91,893
82,873
104,863
473,850
84,849
98,833
93,832
112,821
113,809
447,794
81,791
103,754
97,751
490,749
123,749
107,749
80,745
208,741
453,739
12,722
46,720
479,714
455,710
101,707
467,704
471,703
89,692
37,692
94,685
67,682
438,682
462,681
441,677
70,677
480,671
105,671
493,671
126,671
116,670
52,665
66,662
99,662
437,662
445,654
74,654
452,653
440,653
69,653
85,645
7,639
451,625
115,620
474,619
110,618
111,617
466,614
88,608
51,603
79,602
8,601
108,601
139,601
433,601
62,601
469,596
470,596
96,595
10,592
460,584
78,581
430,576
59,576
6,573
95,572
127,564
494,564
128,559
495,559
489,557
122,557
499,550
132,550
782,546
47,545
125,545
492,545
1,543
463,541
68,537
439,537
73,535
444,535
92,533
427,530
56,530
144,529
497,515
130,515
483,514
956,513
432,512
61,512
64,512
435,512
57,511
428,511
472,509
48,506
86,504
477,504
121,502
488,502
478,500
1048,496
87,495
49,495
117,495
55,495
484,495
426,495
100,495
482,494
459,493
456,491
500,490
109,490
133,490
446,485
75,485
491,484
124,484
424,482
486,481
119,481
60,480
431,480
504,480
137,480
436,479
65,479
920,477
54,476
425,476
450,476
475,475
502,467
135,467
449,467
131,464
498,464
134,458
501,458
1043,456
138,455
503,453
136,453
465,449
77,442
118,439
485,439
9,435
13,435
448,430
461,428
39,424
16,424
464,423
63,422
434,422
468,421
291,419
886,415
120,411
487,411
508,410
854,404
871,402
510,401
458,398
457,395
443,394
72,394
2028,393
505,392
129,391
496,391
222,386
2099,385
515,381
58,379
429,379
476,376
71,376
442,376
1050,374
899,357
750,355
1889,344
514,337
513,336
869,333
1053,333
218,326
915,322
1019,321
1016,314
1020,314
512,314
40,309
102,308
2075,307
2098,306
1017,306
754,301
1049,300
918,295
521,294
509,294
1040,288
1025,285
1024,285
1023,284
300,281
11,281
302,279
1042,278
511,278
2280,274
929,273
718,271
926,269
891,268
199,268
916,268
1015,267
2279,265
743,265
917,260
1916,260
4,258
903,258
200,258
1130,257
147,254
1041,253
1014,251
931,249
1036,248
38,245
1021,244
888,243
877,242
2284,242
307,242
883,242
747,241
881,240
90,239
193,238
1339,237
1018,236
1046,236
519,234
898,234
2827,233
1342,232
2813,232
598,231
2769,231
143,231
2296,231
799,230
2207,230
930,228
756,227
1111,227
1358,226
2298,226
896,226
289,225
672,225
982,223
1176,222
901,221
1044,220
669,220
889,219
1842,218
2150,218
748,216
528,216
15,215
3,215
1336,214
2,213
865,212
1481,210
299,210
753,209
675,208
2030,207
2774,207
813,203
677,203
1007,202
685,202
152,202
676,201
523,200
1029,200
890,200
227,199
507,198
230,197
1243,195
636,195
285,194
1012,193
719,193
2392,192
1895,191
895,191
586,190
755,190
308,189
2097,189
2206,189
1173,188
742,186
893,186
2276,185
957,185
876,185
1368,184
2146,184
2034,184
294,184
680,184
194,183
1332,183
2654,182
2292,182
53,181
1039,181
1494,180
219,180
196,180
1032,180
638,180
868,179
149,179
268,179
2772,179
5,179
671,178
757,178
2358,177
45,177
650,177
231,176
192,176
654,175
534,175
1131,175
674,174
1047,174
594,174
900,174
909,173
2454,173
2275,173
267,173
226,173
2147,173
2720,172
749,172
2155,171
2286,171
2305,169
180,169
583,168
2858,167
667,167
834,167
2031,167
619,167
919,167
2072,166
2281,165
1244,164
921,164
687,164
2183,163
2277,163
746,162
1618,162
894,162
694,161
663,161
296,160
902,160
159,160
151,160
2302,160
932,159
540,159
142,159
611,158
955,158
855,158
678,157
2036,157
752,157
2374,157
875,156
699,156
662,156
1052,156
162,155
1010,155
175,155
2174,154
2626,154
745,153
2830,153
1009,153
879,153
658,153
1034,153
298,152
2314,152
1022,152
2773,152
2369,151
1999,151
158,151
1013,151
652,150
751,150
2032,150
887,150
683,150
2722,149
287,149
610,149
866,149
925,149
1353,149
601,149
2300,148
700,148
595,148
1117,148
160,147
1890,147
645,147
882,147
1099,146
892,146
670,146
831,144
177,144
14,144
332,144
649,144
4000,144
874,144
1328,144
885,144
163,143
1026,143
2301,143
1175,142
897,142
157,142
2304,142
1992,142
2818,142
2768,142
634,142
1114,142
2218,141
2786,141
606,141
843,141
2689,141
2252,141
190,140
1057,140
2691,140
659,140
647,140
2779,140
522,139
542,139
2003,139
623,138
1045,138
2698,138
1341,138
33,137
2283,137
661,137
2299,137
2282,136
535,136
744,136
600,136
286,136
1331,136
169,135
605,135
167,135
2311,134
2692,134
620,134
2202,134
612,134
984,134
275,134
290,133
2290,133
2695,133
2694,133
2775,133
174,133
223,133
3103,133
664,132
1991,132
695,132
2718,132
3130,131
927,131
1514,130
597,130
178,130
539,130
660,130
2687,129
827,129
181,129
1697,128
1922,128
297,128
588,128
690,128
657,127
933,127
179,127
1615,127
172,127
2226,126
154,126
590,126
311,126
1011,126
2187,126
165,125
2845,125
870,125
164,125
1892,125
1100,124
609,124
2193,124
2216,124
679,123
592,123
666,123
2724,123
2943,122
603,122
648,122
2220,122
176,122
1121,121
910,121
1572,121
2184,121
153,121
168,121
2851,121
1920,120
1516,119
2767,119
156,119
2970,118
1230,118
148,117
625,117
1337,117
161,117
591,117
642,116
2826,116
1868,116
2152,116
20,115
2293,115
2157,115
884,115
651,115
166,115
727,115
2690,115
644,114
2190,114
2189,114
2313,114
173,114
689,114
532,113
626,113
140,113
2160,113
2684,112
145,112
295,112
2188,112
2073,112
593,111
549,111
292,111
171,111
2693,111
878,111
684,111
2000,111
2828,110
2291,110
2151,110
2133,110
1241,110
2696,110
2688,109
2375,109
2149,109
2721,109
2968,108
673,108
1178,108
1064,107
1035,107
306,107
607,107
2194,107
2357,107
1056,107
538,107
2546,106
686,106
2824,106
616,106
2825,106
1069,106
1885,105
2214,105
2328,105
278,105
1132,105
2697,104
170,104
2821,104
303,103
2055,103
44,103
2195,103
2817,103
2223,103
828,102
2192,102
548,102
835,102
2201,102
641,102
1513,102
2205,102
533,101
1354,101
602,101
544,101
585,101
880,101
839,101
155,101
2278,100
2977,100
1990,100
43,100
668,100
1104,99
696,99
665,99
2685,98
829,98
1058,98
1323,98
656,98
693,98
1054,98
547,97
1919,97
2360,97
2535,97
692,97
2725,97
2366,97
527,96
1918,96
1921,96
1334,96
1995,96
197,96
627,96
2203,96
1333,95
2925,95
2180,95
830,95
624,95
293,95
1870,94
2327,94
301,94
2823,94
632,94
983,94
2686,94
2388,94
584,94
2197,94
793,93
2770,93
914,93
841,93
1917,93
2776,93
851,93
589,93
911,93
1443,93
2238,92
1008,92
613,92
2853,92
1994,92
2178,91
635,91
923,91
141,91
2410,91
705,91
1080,91
740,91
1446,90
731,90
2975,90
559,90
2979,90
2719,90
182,90
1984,89
2303,89
280,89
1529,89
587,89
2156,88
768,88
810,88
2288,88
1376,88
2822,88
2222,88
2653,88
3201,88
2510,88
3128,88
698,87
643,87
1119,87
2148,87
1886,87
1174,87
204,87
2199,87
836,87
2054,87
2162,87
3362,87
558,87
730,87
3062,86
2213,86
2158,86
2163,86
789,86
653,86
2001,85
1338,85
646,85
2978,85
2208,85
3556,85
788,85
792,85
758,85
2094,85
1123,85
568,85
2362,84
840,84
2224,84
2873,83
772,83
655,83
3138,83
596,83
1065,83
35,83
1579,83
274,83
1129,83
2297,82
1989,82
1242,82
2412,82
2127,82
2377,82
2820,81
529,81
2159,81
2198,81
3071,81
2221,80
3185,80
2006,80
2204,80
2966,80
622,80
2225,80
790,80
1993,80
2841,79
2456,79
1357,79
2359,79
221,79
1509,79
1853,79
1695,79
2212,79
701,78
2414,78
2380,78
2210,78
2181,78
2191,78
2091,78
576,78
3625,77
3583,77
767,77
2942,77
681,77
545,77
2185,77
2993,76
807,76
1229,76
29,76
2219,76
1231,76
1072,76
818,76
741,76
682,76
1051,76
1913,76
697,76
191,76
552,76
1346,75
633,75
2002,75
2088,75
3059,75
614,75
847,75
1128,75
563,75
3364,75
557,75
833,75
561,75
2651,74
3011,74
800,74
1116,74
573,74
575,74
1340,73
1640,73
567,73
2987,73
3623,73
804,72
2723,72
2652,72
1335,72
2766,72
2196,72
629,72
1118,71
2416,71
2153,71
1033,71
2964,71
852,71
1103,71
2332,71
3139,70
735,70
2289,70
574,70
808,70
2179,70
2771,70
2683,70
2287,70
550,70
1439,70
837,69
2107,69
1550,69
2400,69
2161,69
2452,69
2164,69
1076,69
3621,69
2495,69
2217,69
2985,69
3177,68
2227,68
581,68
1074,68
1071,68
1872,68
3622,68
3360,67
225,67
3133,67
2681,67
599,67
2789,67
3132,67
537,67
3061,67
1102,67
2033,67
2126,66
571,66
305,66
273,66
3134,66
146,66
1859,66
2935,66
2861,66
2952,65
2325,65
2242,65
771,65
3358,65
2077,65
546,65
2393,65
2467,65
826,65
2451,65
3135,64
2100,64
2982,64
3492,64
1002,64
541,64
2413,64
766,64
631,64
2029,64
1490,64
2039,64
577,64
2139,64
2931,64
3603,63
2421,63
1736,63
554,63
3961,63
3539,63
1986,62
520,62
971,62
608,62
555,62
569,62
2493,62
2244,62
562,62
998,62
2087,62
2182,62
3109,62
637,62
2502,61
2367,61
3586,61
2154,61
1120,61
3544,61
2315,61
1855,61
3555,61
1005,61
4018,61
773,61
2551,60
1215,60
1067,60
1355,60
2010,60
823,60
2361,60
1482,60
2976,60
3137,60
832,60
1208,59
1239,59
1472,59
1515,59
2476,59
185,59
2703,59
2629,59
785,59
2937,59
604,59
2329,59
811,59
2680,59
1062,59
913,58
2013,58
2378,58
1070,58
691,58
2240,58
369,58
2027,58
704,58
2342,58
2458,57
2363,57
202,57
3404,57
3400,57
556,57
1193,57
553,57
2177,57
2679,57
1078,57
2846,57
2932,57
702,56
759,56
738,56
1330,56
2004,56
150,56
615,56
2805,56
1694,56
2308,56
1598,56
3568,55
3624,55
309,55
2330,55
3585,55
780,55
1504,54
1925,54
1862,54
1493,54
639,54
312,54
3183,54
1240,54
2936,53
2988,53
1169,53
2983,53
762,53
1356,53
2676,53
618,53
806,53
1887,53
1213,53
1079,53
630,52
3444,52
1523,52
1192,52
3374,52
1219,52
2409,52
2236,52
2017,52
842,51
1060,51
2406,51
995,51
3064,51
2471,51
1077,51
2941,51
2797,51
3559,51
2025,50
2929,50
821,50
2247,50
524,50
2422,50
794,50
1006,50
787,50
220,50
2973,50
729,50
536,49
3008,49
703,49
1985,49
2408,49
1206,49
2992,49
572,49
2436,49
578,49
2453,49
2267,49
1084,49
934,49
1349,49
2211,48
2347,48
2865,48
1390,48
2316,48
2005,48
2009,48
2507,48
1073,48
2310,47
551,47
1492,47
2863,47
3541,47
3047,47
3018,47
282,47
304,47
3020,47
2896,47
3600,47
2962,47
277,47
2215,47
2678,47
2420,47
2816,47
565,47
791,47
517,46
1884,46
981,46
2384,46
368,46
3626,46
1617,46
30,46
2859,46
2066,46
2674,46
784,46
3490,46
992,46
2373,46
801,46
2411,46
1530,46
2989,46
1075,45
2344,45
560,45
3661,45
1190,45
953,45
2008,45
1189,45
1275,45
3602,45
856,45
526,45
1388,45
2312,45
2998,45
763,45
1575,45
1153,45
2407,45
1914,45
2405,45
3365,45
822,45
803,45
3549,44
1531,44
3363,44
1187,44
737,44
4071,44
2403,44
2850,44
814,44
1196,44
3402,44
2938,44
1201,44
2346,44
1347,44
3049,44
1063,44
3182,44
3662,44
531,44
1939,43
2712,43
2128,43
2632,43
2307,43
739,43
912,43
1421,43
1194,43
2401,43
1570,43
3110,43
2068,43
999,43
2945,43
1321,43
2854,43
924,43
2011,43
2971,43
2990,43
736,43
3588,43
2500,43
2940,42
3558,42
3854,42
2459,42
1539,42
2434,42
1155,42
1524,42
579,42
4039,42
1191,42
3208,42
276,42
3571,42
1560,42
986,42
4050,42
2323,42
2984,42
2479,42
1536,42
2877,42
2371,42
1744,42
617,42
1228,41
3052,41
2056,41
27,41
1234,41
1583,41
3178,41
1581,41
3111,41
2012,41
2473,41
2848,41
3042,41
1197,41
2455,41
1168,41
2397,41
3877,41
3176,41
1350,41
2269,41
2705,41
2245,40
217,40
3545,40
2457,40
1915,40
3853,40
3136,40
214,40
996,40
2390,40
2986,40
2844,40
2974,40
2792,40
922,40
3129,40
2131,40
1576,40
3550,40
2963,40
2372,40
1582,40
991,40
3893,40
2991,40
2682,40
2415,40
1863,40
778,39
4016,39
1004,39
815,39
3570,39
1561,39
1611,39
195,39
3170,39
1573,39
2271,39
994,39
3681,39
734,39
2981,39
203,39
993,39
1417,39
3184,39
2259,39
838,39
2441,38
688,38
207,38
3546,38
2561,38
1856,38
1166,38
582,38
2930,38
802,38
2727,38
2961,38
3352,38
183,38
726,38
3015,38
1894,38
1535,37
1158,37
3887,37
2395,37
1351,37
2643,37
1352,37
3660,37
2430,37
2468,37
1944,37
1224,37
2235,37
2999,37
3113,37
2343,37
283,37
1179,37
2699,36
1849,36
3609,36
564,36
1398,36
2007,36
3072,36
3432,36
26,36
1185,36
3543,36
3551,36
2994,36
2558,36
3565,36
2814,36
1897,36
904,36
2559,36
1068,36
570,36
4037,36
2385,36
2787,36
2445,36
2439,36
2788,36
3181,36
2969,36
2492,36
997,36
760,36
3175,36
3630,36
2387,36
516,36
3659,36
1000,36
3966,36
3118,36
2243,36
2345,36
1432,36
2665,35
2799,35
2186,35
770,35
2933,35
1405,35
2396,35
19,35
1200,35
3578,35
1106,35
2450,35
2258,35
1848,35
2491,35
1588,35
4020,35
1547,35
1105,35
3202,35
1217,35
1854,35
708,35
2381,35
733,35
566,35
1220,35
3050,35
580,34
1396,34
979,34
1427,34
1571,34
1589,34
1161,34
2241,34
2474,34
3778,34
1163,34
906,34
23,34
1938,34
1061,34
816,34
1594,34
1587,34
1393,34
2980,34
1171,34
1344,34
31,34
1552,34
928,34
2250,34
3131,34
1440,34
1595,34
3542,34
3548,34
3088,33
1108,33
2516,33
2431,33
2645,33
1107,33
2465,33
1533,33
41,33
2934,33
2556,33
2209,33
2402,33
2857,33
2798,33
721,33
1361,33
2306,33
1445,33
2319,33
2368,33
1238,33
1551,33
3180,33
1412,33
2509,33
1924,33
1207,33
343,33
3430,33
1212,33
1580,33
873,32
3030,32
3051,32
3589,32
3207,32
990,32
1506,32
824,32
3012,32
1182,32
1438,32
2317,32
2462,32
1139,32
2437,32
288,32
543,32
706,32
2488,32
1362,32
2579,32
825,32
3399,32
4056,32
1413,32
3552,32
3164,32
2399,32
872,32
2480,32
2503,32
2494,32
798,31
1122,31
1540,31
2496,31
334,31
3172,31
1389,31
1392,31
24,31
1745,31
1743,31
2478,31
3667,31
1383,31
2707,31
1037,31
1232,31
2634,31
2285,31
3787,31
2641,31
2083,31
3446,31
951,31
1419,31
3604,31
2939,31
3581,31
805,31
1184,31
1553,31
954,31
1211,31
3017,31
1177,31
2376,31
336,31
1101,31
707,31
3369,31
2176,31
3209,30
732,30
2331,30
2318,30
3554,30
3800,30
3670,30
1532,30
206,30
3633,30
1327,30
1680,30
1003,30
3063,30
2113,30
3160,30
2398,30
3034,30
2660,30
2582,30
1442,30
1400,30
2591,30
820,30
2320,30
3354,30
1195,30
2464,30
4054,30
2666,30
3418,30
1882,30
184,30
1226,30
2419,30
857,29
2576,29
1214,29
2565,29
3035,29
2497,29
1381,29
1403,29
310,29
1402,29
2092,29
2014,29
1936,29
2326,29
3007,29
3004,29
2448,29
1141,29
2557,29
4022,29
1425,29
3056,29
2517,29
1934,29
3445,29
3564,29
1578,29
3587,29
2623,29
1468,29
2581,29
1433,29
2090,29
2057,29
3167,29
3367,29
1406,29
3881,29
2257,29
1428,29
1202,29
3053,29
1864,29
2598,29
3046,29
3066,29
1905,29
3679,29
3171,29
1038,28
1437,28
1203,28
1348,28
1188,28
2577,28
1414,28
371,28
213,28
3561,28
2597,28
3425,28
3627,28
1183,28
989,28
2874,28
1371,28
2486,28
2960,28
2499,28
1156,28
370,28
1545,28
1528,28
3054,28
1218,28
2294,28
2460,28
1563,28
1424,28
1379,28
1157,28
1164,28
2862,28
2956,28
3879,27
3727,27
3955,27
2793,27
3016,27
1850,27
2382,27
1210,27
210,27
1614,27
2677,27
4038,27
3731,27
355,27
3119,27
2644,27
1066,27
1448,27
2442,27
2704,27
2860,27
2170,27
1343,27
348,27
2461,27
3569,27
1542,27
2365,27
2637,27
2446,27
1216,27
1205,27
1534,27
349,27
2870,27
3668,27
229,27
640,26
2268,26
2065,26
1386,26
2321,26
1596,26
2432,26
2175,26
3968,26
3572,26
2624,26
3076,26
1222,26
1380,26
2404,26
2475,26
2580,26
3547,26
2145,26
1322,26
2967,26
2443,26
3895,26
3577,26
4015,26
2815,26
769,26
1199,26
3039,26
985,26
2534,26
4043,26
2949,26
1082,26
21,26
2470,26
1525,26
2852,25
2947,25
1447,25
3628,25
3884,25
1422,25
2084,25
947,25
3121,25
1411,25
2463,25
3368,25
1142,25
1696,25
2447,25
2953,25
3361,25
1407,25
2587,25
3702,25
1941,25
939,25
365,25
1423,25
1415,25
3781,25
1857,25
224,25
3675,25
3824,25
344,25
3801,25
2364,25
3859,25
3065,25
2915,25
3421,25
2894,25
3005,25
2383,25
3427,25
3657,25
3067,25
3003,25
1227,25
3078,25
1272,25
1081,25
3896,24
1083,24
1418,24
907,24
786,24
2472,24
1397,24
3792,24
628,24
212,24
2602,24
3070,24
1186,24
2309,24
1865,24
18,24
2067,24
2370,24
350,24
356,24
2611,24
3079,24
809,24
1401,24
2338,24
272,24
331,24
188,24
2608,24
1259,24
2616,24
2418,24
1430,24
1470,24
1768,24
3613,24
2607,24
3557,24
2379,23
1450,23
3674,23
